,M,N,K,S,rho,gamma,CLARABEL_fail,CLARABEL_time,CLARABEL_pstar,CLARABEL_pstop,CLARABEL_pfinal,ADMM_PROX_POOL_fail,ADMM_PROX_POOL_time,ADMM_PROX_POOL_pstar,ADMM_PROX_POOL_pstop,ADMM_PROX_POOL_pfinal
0,80,60,1.0,1.0,1.0,1.0,0,0.008782148361206055,8.327657467154673,,,0,0.5318212509155273,8.354503601851583,10.067804656463156,8.354503601851583
1,250,100,1.0,1.0,1.0,1.0,0,0.02480006217956543,26.635347345599534,,,0,1.252458095550537,26.742240199124144,30.379263810115514,26.742240199124144
